subject,response
study2_458,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":2,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":1,""Q22"":3}"
study2_457,"{""Q0"":1,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":3,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_456,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":3,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":3,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":3,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":"""",""Q22"":2}"
study2_455,"{""Q0"":2,""Q1"":3,""Q2"":1,""Q3"":3,""Q4"":1,""Q5"":1,""Q6"":3,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":2,""Q16"":3,""Q17"":1,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":1,""Q22"":3}"
study2_454,"{""Q0"":1,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":1,""Q20"":3,""Q21"":2,""Q22"":1}"
study2_453,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_452,"{""Q0"":1,""Q1"":1,""Q2"":3,""Q3"":"""",""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":"""",""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":1,""Q22"":3}"
study2_451,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":0,""Q6"":2,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_450,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_449,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":0,""Q6"":1,""Q7"":1,""Q8"":"""",""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_448,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":3,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":3,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_447,"{""Q0"":2,""Q1"":3,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":3,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":3}"
study2_446,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":3,""Q7"":0,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":3,""Q21"":1,""Q22"":1}"
study2_445,"{""Q0"":2,""Q1"":3,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":3,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":3,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":3}"
study2_444,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_443,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":1,""Q5"":3,""Q6"":1,""Q7"":2,""Q8"":3,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_442,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":3,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_441,"{""Q0"":1,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_440,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":0,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_439,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_438,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":2,""Q15"":2,""Q16"":1,""Q17"":3,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_437,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_436,"{""Q0"":"""",""Q1"":1,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_435,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_434,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":0}"
study2_433,"{""Q0"":3,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":0,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_432,"{""Q0"":2,""Q1"":1,""Q2"":0,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":3,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":0}"
study2_431,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":3,""Q19"":0,""Q20"":1,""Q21"":0,""Q22"":2}"
study2_430,"{""Q0"":"""",""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_429,"{""Q0"":3,""Q1"":1,""Q2"":1,""Q3"":0,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":2,""Q8"":1,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":1,""Q15"":0,""Q16"":2,""Q17"":2,""Q18"":1,""Q19"":0,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_428,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":1,""Q12"":0,""Q13"":2,""Q14"":0,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_427,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":0,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":0,""Q20"":0,""Q21"":1,""Q22"":1}"
study2_426,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":3,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":1,""Q17"":2,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_425,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":0,""Q21"":0,""Q22"":1}"
study2_424,"{""Q0"":3,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_423,"{""Q0"":1,""Q1"":3,""Q2"":3,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_422,"{""Q0"":0,""Q1"":2,""Q2"":1,""Q3"":3,""Q4"":1,""Q5"":2,""Q6"":"""",""Q7"":1,""Q8"":3,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":0,""Q22"":2}"
study2_421,"{""Q0"":3,""Q1"":0,""Q2"":0,""Q3"":1,""Q4"":0,""Q5"":3,""Q6"":2,""Q7"":0,""Q8"":3,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_420,"{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":3}"
study2_419,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_418,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_417,"{""Q0"":1,""Q1"":2,""Q2"":3,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":"""",""Q14"":1,""Q15"":2,""Q16"":3,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":"""",""Q21"":1,""Q22"":2}"
study2_416,"{""Q0"":1,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":0,""Q5"":3,""Q6"":2,""Q7"":3,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_415,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":"""",""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":1}"
study2_414,"{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":3,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":3,""Q22"":3}"
study2_413,"{""Q0"":3,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":0,""Q6"":3,""Q7"":0,""Q8"":1,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":0,""Q15"":1,""Q16"":1,""Q17"":0,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_412,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_411,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_410,"{""Q0"":2,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":0}"
study2_409,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":1,""Q8"":0,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_408,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_407,"{""Q0"":2,""Q1"":2,""Q2"":1,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":0,""Q19"":1,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_406,"{""Q0"":2,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_405,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":1,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":3}"
study2_404,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":1,""Q5"":3,""Q6"":3,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":3,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":2}"
study2_403,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":0,""Q22"":2}"
study2_402,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_401,"{""Q0"":3,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":2,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_400,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":3,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":3,""Q15"":1,""Q16"":2,""Q17"":0,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_399,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":"""",""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_398,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":3,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":3,""Q17"":1,""Q18"":3,""Q19"":2,""Q20"":3,""Q21"":3,""Q22"":2}"
study2_397,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_396,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":"""",""Q13"":2,""Q14"":2,""Q15"":0,""Q16"":1,""Q17"":2,""Q18"":1,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_395,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":3,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":3,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_394,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_393,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":"""",""Q20"":1,""Q21"":1,""Q22"":1}"
study2_392,"{""Q0"":3,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":2,""Q16"":1,""Q17"":3,""Q18"":3,""Q19"":1,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_391,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":1,""Q8"":0,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":3,""Q13"":"""",""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":3,""Q22"":3}"
study2_390,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":3,""Q4"":1,""Q5"":3,""Q6"":3,""Q7"":1,""Q8"":2,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":3,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":3,""Q21"":3,""Q22"":1}"
study2_389,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":3,""Q22"":2}"
study2_388,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_387,"{""Q0"":2,""Q1"":1,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":2,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":3,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":3,""Q22"":1}"
